TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
315967128.71149755,00000000-0000-0000-0000-000000000000,AV,409.78029147624284,1696.6837777201092,MIA
315967128.71149755,00000000-0000-0000-0000-000000004095,OTHERS,421.6049732296552,1698.550512523752,MIA
315967128.71149755,00000000-0000-0000-0000-000000004296,OTHERS,394.76632753179376,1656.357185879351,MIA
315967128.71149755,00000000-0000-0000-0000-000000004298,OTHERS,376.14645262728106,1661.5755454434436,MIA
315967128.71149755,00000000-0000-0000-0000-000000004301,OTHERS,429.03993953226166,1664.192646638829,MIA
315967128.71149755,00000000-0000-0000-0000-000000004156,OTHERS,410.171166282077,1692.260683911227,MIA
315967128.71149755,00000000-0000-0000-0000-000000004303,OTHERS,407.5091657322972,1662.6078190364403,MIA
315967128.71149755,00000000-0000-0000-0000-000000004154,OTHERS,409.49844911636336,1709.593113264898,MIA
315967128.71149755,00000000-0000-0000-0000-000000004287,AGENT,365.4086923926288,1654.8229517244924,MIA
315967128.71149755,00000000-0000-0000-0000-000000004216,OTHERS,421.28961715701234,1717.4722782420417,MIA
315967128.71149755,00000000-0000-0000-0000-000000004159,OTHERS,422.233847290168,1685.8667589337924,MIA
315967128.71149755,00000000-0000-0000-0000-000000004103,OTHERS,421.3902064309602,1712.3318284130262,MIA
315967128.71149755,00000000-0000-0000-0000-000000004099,OTHERS,421.6354799510898,1706.0554861529004,MIA
315967128.71149755,00000000-0000-0000-0000-000000004086,OTHERS,422.5967091008512,1680.0224480475727,MIA
315967128.71149755,00000000-0000-0000-0000-000000004090,OTHERS,422.070346072755,1691.8437388115176,MIA
315967128.81386584,00000000-0000-0000-0000-000000000000,AV,409.78024340690666,1696.6837996174145,MIA
315967128.81386584,00000000-0000-0000-0000-000000004095,OTHERS,421.594385338838,1698.5241416716856,MIA
315967128.81386584,00000000-0000-0000-0000-000000004296,OTHERS,396.11030687595803,1656.3809782488433,MIA
315967128.81386584,00000000-0000-0000-0000-000000004298,OTHERS,375.136081985523,1661.429745720661,MIA
315967128.81386584,00000000-0000-0000-0000-000000004301,OTHERS,428.4051535634443,1663.9852758242587,MIA
315967128.81386584,00000000-0000-0000-0000-000000004156,OTHERS,410.1822530307489,1692.2608355359937,MIA
315967128.81386584,00000000-0000-0000-0000-000000004303,OTHERS,407.3537042840026,1662.9335288898667,MIA
